idHistory,vehicle_type,vehicle_name,fuel_type,machine_capacity,daily_emission,distance,location,location_address,time_used,time_travel,user_id,avg_daily_emission,avg_distance_user,motor_counts,mobil_counts,challenge_id,chal_name
cc00105e-6582-4292-92f8-538da28874be,sepeda motor,Vespa Sprint,Shell Super,150,600793,39367,Jalan Semampir Tengah IIA No.17,"Medokan Semampir, Surabaya, East Java, Indonesia",2023-10-05 00:00:00,8,e101eb75-7ac2-4f71-b98f-b7559621e8fd,2328302.0,27607.0,6,4,CHALLENGE015,Eco Grocer
f283e307-0652-4104-acab-746df182cbd1,sepeda motor,Suzuki GSX,Pertamax Turbo,100,1831613,33247,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-01-01 00:00:00,114,a73a0143-1563-4e72-9b63-9a2f81120e5c,2136457.0,32746.4,7,3,CHALLENGE024,Public Transport Experiment
db347b07-b993-41ef-a068-88c35d740728,mobil,Honda Brio,Shell Super,250,4921724,34676,Pakuwon Mall,"Jalan Mayjend. Jonosewojo, Babatan, Surabaya, East Java, Indonesia",2023-07-01 00:00:00,103,e1f60cb4-b14b-430c-bd4d-ec51550826f0,2688919.3,26689.5,5,5,CHALLENGE022,One Car-Free Day
a813a719-773d-4b99-85cc-b6219fffe0c5,sepeda motor,Honda Beat,Pertamax Turbo,100,2308932,13462,Universitas Negeri Malang,"Jalan Cakrawala, Sumbersari, Malang City, East Java, Indonesia",2023-07-03 00:00:00,58,93528ae0-ee20-4aa3-806c-acb9ae103dca,2225321.8,23862.4,6,4,CHALLENGE028,Cycle Commute Challenge
00851db1-7752-4e3e-af64-6f2b13499d9e,sepeda motor,Vespa Sprint,Diesel,1500,2963388,46249,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-12-07 00:00:00,64,f2d20b1b-34ea-4dd5-bd33-06277897ce89,2495486.4,25617.3,5,5,CHALLENGE007,Weekend Walkabout
f958021c-00b7-49ca-8e00-dd318fa1a957,mobil,Mitsubishi Pajero,Pertamax Turbo,200,4128072,39105,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-03-03 00:00:00,161,29722f8d-6e0b-4cc3-b6e1-ff0d18d3ebf2,3204203.9,32734.6,5,5,CHALLENGE029,Ride Share
29977a36-488b-4457-b068-e86a3863c90e,sepeda motor,Yamaha NMAX,Pertalite,250,3848718,1819,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-05-18 00:00:00,99,97092f87-2504-4951-b43a-30eeb35f3631,2563065.8,24507.6,6,4,CHALLENGE001,Eco Commuter
ae094f04-855d-483b-bc92-edcba0d6fb2e,sepeda motor,Yamaha NMAX,Shell Super,1800,2040445,14256,Puskesmas Sumber Pucung,"Jalan TGP, Dusun Pakel, Sumberpucung, Malang Regency, East Java, Indonesia",2023-04-20 00:00:00,13,0e1e4fb5-04cc-4e0d-bbc3-4cfc1e970074,2940243.8,19111.9,7,3,CHALLENGE002,Vehicle Switch Challenge
e36fcc59-fbc7-471c-9420-7baeadbd6d2f,sepeda motor,Suzuki GSX,Pertamax,1800,249778,17985,SDN 1 Martapura OKU Timur,"Jalan Merdeka, Baru City, East Ogan Komering Ulu Regency, South Sumatra, Indonesia",2023-12-13 00:00:00,32,11c40027-0c39-42b0-9f2c-7f689a4fe902,2604622.2,28674.7,4,6,CHALLENGE005,Park and Walk
a00634ee-2000-4b6e-9f88-b9b0211101c6,sepeda motor,Vespa Sprint,Shell Super,1200,3455447,46045,sabila snack,"Jalan Randupitu-Gunung Gangsir, Pagar Gunung, Randupitu, Pasuruan Regency, East Java, Indonesia",2023-12-01 00:00:00,63,e52bbdde-0fa9-47e5-9d9a-4e7eef0f6c1d,2742926.4,26883.1,7,3,CHALLENGE028,Cycle Commute Challenge
84f3ed7e-80e8-4bd7-ac63-464925334c83,sepeda motor,Yamaha NMAX,Shell Super,2000,4143803,8214,National Taiwan University of Science and Technology,"Section 4, Keelung Road, Da’an District, Taipei City, Taiwan",2023-04-12 00:00:00,178,f3bbceec-1278-4588-88d8-a642942b8a99,3223008.9,20298.5,5,5,CHALLENGE007,Weekend Walkabout
aa51723b-cb70-4a55-b892-86a4a547524b,sepeda motor,Yamaha NMAX,Shell Super,150,2845344,27165,Jalan Semampir Tengah IIA No.17,"Medokan Semampir, Surabaya, East Java, Indonesia",2023-08-27 00:00:00,106,97092f87-2504-4951-b43a-30eeb35f3631,2563065.8,24507.6,6,4,CHALLENGE002,Vehicle Switch Challenge
aefa259c-3abb-473a-9c92-3bee5533eafa,sepeda motor,Kawasaki Ninja,Diesel,1800,4777064,43614,TK Negeri Pembina,"Jalan Sumedang, Cokoleo, Kepanjen, Malang Regency, East Java, Indonesia",2023-02-27 00:00:00,72,913faf2b-3f75-4281-b76d-a62e69c2673c,3264225.0,24096.8,6,4,CHALLENGE022,One Car-Free Day
2bb05d8f-47c6-4807-a5c7-6cd0f2ea77b6,sepeda motor,Kawasaki Ninja,Pertalite,200,4514079,22976,Gubeng,"Surabaya, East Java, Indonesia",2023-08-12 00:00:00,172,42b75f4f-3c99-41d6-97b3-785f22e4f740,2185134.4,16114.2,8,2,CHALLENGE024,Public Transport Experiment
e0aacf70-ad3e-48d0-bc19-939b04e61775,sepeda motor,Honda Beat,Pertalite,125,3089645,40921,Jalan Semampir Tengah IIA No.17,"Medokan Semampir, Surabaya, East Java, Indonesia",2023-02-16 00:00:00,174,8d5a2d4f-d4f9-4f64-a322-0de2c628ea80,2539784.3,27465.3,7,3,CHALLENGE013,Nature Stroll
3da1462d-34ca-44db-aea1-e830089e6849,sepeda motor,Honda Beat,Shell Super,200,1673300,30220,Universitas Yudharta,"Jl. Yudharta, Kembangkuning, Sengonagun, Pasuruan Regency, East Java, Indonesia",2023-09-12 00:00:00,129,3e348b6c-5b33-4178-aabd-92a3b0a00523,2222908.0,23188.8,5,5,CHALLENGE029,Ride Share
35f987c8-8d7d-4437-9a38-088d5c174a93,mobil,Toyota Avanza,Shell Super,1500,2191447,24162,Bebek Kerto Jalibar Kepanjen,"Jalan Raya Pepen, RT.02/RW.01, Pepen, Mojosari, Malang Regency, East Java, Indonesia",2023-08-16 00:00:00,37,9c800aaa-c130-4867-a482-52e43f5f8c26,2672462.4,17401.3,5,5,CHALLENGE011,Green Groceries
e4d4b3b3-3ae3-46eb-9f82-abcc5a37ca7e,sepeda motor,Honda Beat,Pertamax,1000,2314292,23899,UPN Veteran Jatim,"Jalan Rungkut Madya, Gunung Anyar, Surabaya, Jawa Timur, Indonesia",2023-03-22 00:00:00,147,47b8a1b3-8f4b-4214-8c48-b162e3ee2962,2779171.8,28961.0,7,3,CHALLENGE004,Zero Emissions Day
e09fa78a-e22b-4e96-bc75-efebeaef3db1,mobil,Mitsubishi Pajero,Diesel,1800,3721127,30353,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-02-17 00:00:00,14,a0a07457-ea97-4c6a-97be-6a835f7f81f4,2769425.2,22613.6,2,8,CHALLENGE004,Zero Emissions Day
fc36d647-f7d6-4482-9795-a6f81bd6ee28,sepeda motor,Suzuki GSX,Pertamax,1800,4465564,19133,Pakuwon Trade Center,"Jl. Raya Lontar, Babatan, Surabaya, East Java, Indonesia",2023-02-05 00:00:00,24,7eaf6a97-b960-40ef-971f-ad77580d7bfa,2139303.4,23887.9,6,4,CHALLENGE006,Car-Free Commute
1c97dc19-589e-4604-bc40-bd8e7a8317f7,mobil,Mitsubishi Pajero,Shell Super,1800,1051477,47727,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-08-11 00:00:00,141,7274d003-1e91-472f-ae5d-3a3e0ec3a15e,2129000.9,30885.5,4,6,CHALLENGE004,Zero Emissions Day
432ec4ed-8fc3-4cfb-95fd-850f8e59ce15,sepeda motor,Kawasaki Ninja,Pertalite,1200,2870074,41535,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-12-27 00:00:00,170,7274d003-1e91-472f-ae5d-3a3e0ec3a15e,2129000.9,30885.5,4,6,CHALLENGE016,School or Workplace Stroll
df492b0a-ac7b-43ca-8bea-03cb23f6ed27,sepeda motor,Honda Beat,Shell Super,1800,4800769,818,TK Negeri Pembina,"Jalan Sumedang, Cokoleo, Kepanjen, Malang Regency, East Java, Indonesia",2023-01-06 00:00:00,49,1c4436a8-be58-49b3-825a-758b337f3c06,2687078.2,26056.5,3,7,CHALLENGE011,Green Groceries
eeece92b-2199-44aa-a48c-2051ad36cd50,mobil,Daihatsu Xenia,Diesel,200,889478,43525,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-11-19 00:00:00,141,1c4436a8-be58-49b3-825a-758b337f3c06,2687078.2,26056.5,3,7,CHALLENGE004,Zero Emissions Day
711ac4f3-e4ba-4ee9-a5e8-847c57c2c017,sepeda motor,Yamaha NMAX,Pertamax,1200,1887097,48982,Kuningan City mall,"Jalan Professor Doktor Satrio, Kuningan, Karet Kuningan, South Jakarta City, Jakarta, Indonesia",2023-05-31 00:00:00,184,7ee010d6-7f51-4a67-bf6b-7e8e334707f2,2066615.8,27371.9,3,7,CHALLENGE004,Zero Emissions Day
4c029801-bcc9-4d15-83f0-3793aa69eaa0,sepeda motor,Honda Beat,Pertamax,1500,461555,45546,Universitas Negeri Malang,"Jalan Cakrawala, Sumbersari, Malang City, East Java, Indonesia",2023-11-22 00:00:00,81,ac5bff56-cc41-44db-a652-237baf3bf879,2035031.4,18210.8,6,4,CHALLENGE024,Public Transport Experiment
cab8c036-a091-4552-b593-b7b917ab9361,sepeda motor,Honda Beat,Pertamax,1200,1122443,39691,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-06-16 00:00:00,45,4c03627a-b9ad-4b3d-b323-4eb5ae87453a,2833235.2,25801.9,3,7,CHALLENGE022,One Car-Free Day
37a001c8-284b-4683-9f1a-8e22a9db4633,sepeda motor,Yamaha NMAX,Shell Super,125,1629769,42508,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-03-24 00:00:00,108,80b01657-a9fd-4b54-aaae-31bf1b296080,1985290.1,27551.2,3,7,CHALLENGE005,Park and Walk
d5ac971f-dcca-4d7d-9d99-3d8e979786dd,sepeda motor,Vespa Sprint,Pertamax,1000,2016016,22532,UPN Veteran Jatim,"Jalan Rungkut Madya, Gunung Anyar, Surabaya, Jawa Timur, Indonesia",2023-06-28 00:00:00,80,7eaf6a97-b960-40ef-971f-ad77580d7bfa,2139303.4,23887.9,6,4,CHALLENGE011,Green Groceries
590e0851-4be7-4489-92fb-825217bb2922,mobil,Daihatsu Xenia,Diesel,1800,1705183,4025,Jalan Semampir Tengah IIA No.17,"Medokan Semampir, Surabaya, East Java, Indonesia",2023-04-24 00:00:00,52,955e4fb4-95da-4e87-adee-2a7fff479979,2186638.1,19709.3,8,2,CHALLENGE022,One Car-Free Day
1d5ecc0f-849c-4d3c-aebb-c336767b251a,mobil,Suzuki Ertiga,Pertalite,1500,1188638,35813,Universitas Yudharta Pasuruan,"Jl. Yudharta, Kembangkuning, Sengonagun, Pasuruan Regency, East Java, Indonesia",2023-09-28 00:00:00,14,93528ae0-ee20-4aa3-806c-acb9ae103dca,2225321.8,23862.4,6,4,CHALLENGE027,Eco Friend Meetup
38409ba8-f3b6-4034-ba47-386f5177bf78,mobil,Honda Brio,Diesel,100,3650458,495,Jalan Semampir Tengah IIA No.17,"Medokan Semampir, Surabaya, East Java, Indonesia",2023-10-15 00:00:00,73,73086764-4d98-4b9b-b379-f92b6e34220f,2346223.3,19315.4,5,5,CHALLENGE011,Green Groceries
286007e7-08e0-47da-94ae-9b6a939fcb41,mobil,Mitsubishi Pajero,Shell Super,200,1002402,10956,Universitas Negeri Malang,"Jalan Cakrawala, Sumbersari, Malang City, East Java, Indonesia",2023-07-04 00:00:00,8,7274d003-1e91-472f-ae5d-3a3e0ec3a15e,2129000.9,30885.5,4,6,CHALLENGE022,One Car-Free Day
0b46a833-3092-40d6-be0d-57fdc8c1f382,sepeda motor,Yamaha NMAX,Pertamax Turbo,1200,3769650,15536,UPN Veteran Jatim,"Jalan Rungkut Madya, Gunung Anyar, Surabaya, Jawa Timur, Indonesia",2023-12-21 00:00:00,79,4c03627a-b9ad-4b3d-b323-4eb5ae87453a,2833235.2,25801.9,3,7,CHALLENGE004,Zero Emissions Day
c4817179-1cd4-44fc-84ef-e41bb4b2c982,mobil,Honda Brio,Diesel,150,1325460,16823,Bebek Kerto Jalibar Kepanjen,"Jalan Raya Pepen, RT.02/RW.01, Pepen, Mojosari, Malang Regency, East Java, Indonesia",2023-07-09 00:00:00,175,7274d003-1e91-472f-ae5d-3a3e0ec3a15e,2129000.9,30885.5,4,6,CHALLENGE002,Vehicle Switch Challenge
903b9978-eb37-4116-b27c-8eae90f43b6b,mobil,Mitsubishi Pajero,Pertalite,1000,4624415,23060,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-09-23 00:00:00,24,2a51c890-9272-4c63-a4e6-4614e3e74863,2851157.7,22206.3,6,4,CHALLENGE001,Eco Commuter
ba02999c-e7ad-4cb9-8129-c22e5e73d1c2,mobil,Honda Brio,Shell Super,125,4545194,40483,SDN 1 Martapura OKU Timur,"Jalan Merdeka, Baru City, East Ogan Komering Ulu Regency, South Sumatra, Indonesia",2023-02-05 00:00:00,155,9761941f-4c75-4208-8552-c77ce1fc9e57,2799837.2,27666.1,5,5,CHALLENGE013,Nature Stroll
aac1af7a-2f0d-4f4a-a6af-46c3c104eb53,mobil,Toyota Avanza,Pertamax,125,3258025,36505,sabila snack,"Jalan Randupitu-Gunung Gangsir, Pagar Gunung, Randupitu, Pasuruan Regency, East Java, Indonesia",2023-07-09 00:00:00,175,25ef494f-572a-4d00-8f7b-010cea2a3ad5,2768910.4,27999.4,6,4,CHALLENGE010,Carbon Saver
ac7f0247-d55a-41a0-bea6-0868b3a1aeb9,mobil,Honda Brio,Pertalite,200,1898755,9628,Jalan Semampir Tengah IIA No.17,"Medokan Semampir, Surabaya, East Java, Indonesia",2023-11-02 00:00:00,197,e101eb75-7ac2-4f71-b98f-b7559621e8fd,2328302.0,27607.0,6,4,CHALLENGE018,Eco-Friendly Errand
236737ed-08ab-4325-9ce4-a04fe9ec93f9,mobil,Toyota Avanza,Pertamax,150,2413187,15762,TK Negeri Pembina,"Jalan Sumedang, Cokoleo, Kepanjen, Malang Regency, East Java, Indonesia",2023-05-25 00:00:00,76,9c800aaa-c130-4867-a482-52e43f5f8c26,2672462.4,17401.3,5,5,CHALLENGE003,Green Mile
4ddbede8-f70b-42f5-b10f-ef2a95abbe22,sepeda motor,Honda Beat,Pertalite,1200,1334804,27933,sabila snack,"Jalan Randupitu-Gunung Gangsir, Pagar Gunung, Randupitu, Pasuruan Regency, East Java, Indonesia",2023-10-18 00:00:00,66,955e4fb4-95da-4e87-adee-2a7fff479979,2186638.1,19709.3,8,2,CHALLENGE012,Weekend Warrior
043db2e9-73b6-4041-916f-6f255831f2df,mobil,Daihatsu Xenia,Pertamax,200,307833,18706,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-07-02 00:00:00,84,d15869f6-047e-4f46-8a44-b4d848d11182,2259552.1,24790.8,4,6,CHALLENGE013,Nature Stroll
f864bd6b-e522-489f-a26c-88cf5a781984,sepeda motor,Vespa Sprint,Shell Super,125,2434551,21757,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-05-22 00:00:00,113,11c40027-0c39-42b0-9f2c-7f689a4fe902,2604622.2,28674.7,4,6,CHALLENGE011,Green Groceries
4d3b5ec2-d8c7-4598-a498-db130ff822a0,mobil,Suzuki Ertiga,Pertamax Turbo,125,2254004,47594,Pakuwon Mall,"Jalan Mayjend. Jonosewojo, Babatan, Surabaya, East Java, Indonesia",2023-08-14 00:00:00,162,e1f60cb4-b14b-430c-bd4d-ec51550826f0,2688919.3,26689.5,5,5,CHALLENGE006,Car-Free Commute
b48e7810-4bc8-426a-9677-83e843f0b561,mobil,Daihatsu Xenia,Pertalite,1800,972158,4696,Kuningan City mall,"Jalan Professor Doktor Satrio, Kuningan, Karet Kuningan, South Jakarta City, Jakarta, Indonesia",2023-12-25 00:00:00,101,ff315c64-29b8-4ce5-8f4c-bfbd1f7dc490,3474668.0,24158.1,5,5,CHALLENGE007,Weekend Walkabout
438e6cb0-0fc8-4e6e-b7ba-5e7bff16c2be,mobil,Daihatsu Xenia,Pertamax,250,1280522,30897,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-11-13 00:00:00,183,80b01657-a9fd-4b54-aaae-31bf1b296080,1985290.1,27551.2,3,7,CHALLENGE012,Weekend Warrior
80cf220b-417a-4945-9911-6f06b19905f5,mobil,Daihatsu Xenia,Pertamax,1800,2821763,4149,Universitas Yudharta,"Jl. Yudharta, Kembangkuning, Sengonagun, Pasuruan Regency, East Java, Indonesia",2023-11-12 00:00:00,85,0e1e4fb5-04cc-4e0d-bbc3-4cfc1e970074,2940243.8,19111.9,7,3,CHALLENGE012,Weekend Warrior
aeff855d-705f-49bc-8e47-e0613b927cc3,mobil,Honda Brio,Pertamax Turbo,150,4565754,25660,Pakuwon Mall,"Jalan Mayjend. Jonosewojo, Babatan, Surabaya, East Java, Indonesia",2023-05-23 00:00:00,43,29722f8d-6e0b-4cc3-b6e1-ff0d18d3ebf2,3204203.9,32734.6,5,5,CHALLENGE022,One Car-Free Day
2a8f4c05-f1a5-4222-81cd-0423c00c6e3b,mobil,Toyota Avanza,Diesel,200,3831931,20905,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-10-05 00:00:00,194,73086764-4d98-4b9b-b379-f92b6e34220f,2346223.3,19315.4,5,5,CHALLENGE016,School or Workplace Stroll
035516b0-16d7-4d46-a81c-d4c892a1356d,mobil,Honda Brio,Pertamax Turbo,2000,610753,19808,Jalan Semampir Tengah IIA No.17,"Medokan Semampir, Surabaya, East Java, Indonesia",2023-05-15 00:00:00,55,93528ae0-ee20-4aa3-806c-acb9ae103dca,2225321.8,23862.4,6,4,CHALLENGE005,Park and Walk
9625f5eb-a075-42f9-98da-6506c19d9b77,sepeda motor,Vespa Sprint,Pertalite,1500,612767,6885,sabila snack,"Jalan Randupitu-Gunung Gangsir, Pagar Gunung, Randupitu, Pasuruan Regency, East Java, Indonesia",2023-04-14 00:00:00,126,42b75f4f-3c99-41d6-97b3-785f22e4f740,2185134.4,16114.2,8,2,CHALLENGE027,Eco Friend Meetup
ce3a7a86-2656-4f8d-ae5c-2ff7df0c9b36,sepeda motor,Suzuki GSX,Pertamax Turbo,1800,2213784,8651,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-05-30 00:00:00,82,44adc61e-26fe-437e-8a7b-d62d035ce5c1,2855933.6,26723.0,5,5,CHALLENGE009,Local Living
f0ee9f9d-5d20-4696-81b0-838bdbe74e7d,sepeda motor,Vespa Sprint,Pertamax Turbo,1800,362412,13303,Universitas Yudharta Pasuruan,"Jl. Yudharta, Kembangkuning, Sengonagun, Pasuruan Regency, East Java, Indonesia",2023-03-21 00:00:00,170,f2d20b1b-34ea-4dd5-bd33-06277897ce89,2495486.4,25617.3,5,5,CHALLENGE022,One Car-Free Day
4c68f326-cda4-4fcf-956c-03fb76dd739e,mobil,Honda Brio,Pertamax Turbo,1500,3881679,9988,UPN Veteran Jatim,"Jalan Rungkut Madya, Gunung Anyar, Surabaya, Jawa Timur, Indonesia",2023-12-13 00:00:00,164,4b795e99-d13a-4fec-bd14-5b1b13d450f6,2821447.2,24000.9,2,8,CHALLENGE012,Weekend Warrior
e6f7bdb0-2251-46fc-bd59-cf54c8b88cef,mobil,Suzuki Ertiga,Pertamax Turbo,200,4452149,46075,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-10-19 00:00:00,63,11c40027-0c39-42b0-9f2c-7f689a4fe902,2604622.2,28674.7,4,6,CHALLENGE029,Ride Share
6bceb8d5-7711-4789-8325-fdf4a7e23248,sepeda motor,Honda Beat,Pertalite,1000,4606522,7938,Warkop Pak Min,"Turus, Ternyang, Sumberpucung, Malang Regency, East Java, Indonesia",2023-06-14 00:00:00,94,29722f8d-6e0b-4cc3-b6e1-ff0d18d3ebf2,3204203.9,32734.6,5,5,CHALLENGE010,Carbon Saver
a088911a-d0a1-4ff7-87c0-ba41a667283c,sepeda motor,Suzuki GSX,Pertamax Turbo,150,3648582,28508,UPN Veteran Jatim,"Jalan Rungkut Madya, Gunung Anyar, Surabaya, Jawa Timur, Indonesia",2023-07-09 00:00:00,155,1c4436a8-be58-49b3-825a-758b337f3c06,2687078.2,26056.5,3,7,CHALLENGE013,Nature Stroll
5f06fb46-4a3d-40c4-95ab-ee34730f7a21,mobil,Honda Brio,Diesel,2000,1948999,32302,Jalan Semampir Tengah IIA No.17,"Medokan Semampir, Surabaya, East Java, Indonesia",2023-06-24 00:00:00,140,210073a0-5dfe-4908-bdad-2c1d22483ef7,2435501.4,25827.7,2,8,CHALLENGE029,Ride Share
356bf754-19ae-4503-8943-f80919b910a7,mobil,Suzuki Ertiga,Pertamax Turbo,1200,3615599,6571,Universitas Negeri Malang,"Jalan Cakrawala, Sumbersari, Malang City, East Java, Indonesia",2023-11-15 00:00:00,175,dab5ed14-ba64-4c4d-a80b-263f258566f0,2823934.3,22951.9,4,6,CHALLENGE020,Shop Local
94b7196d-6266-45ad-ac98-62c338e12c3d,mobil,Honda Brio,Diesel,1500,1847512,35185,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-05-23 00:00:00,26,ac5bff56-cc41-44db-a652-237baf3bf879,2035031.4,18210.8,6,4,CHALLENGE027,Eco Friend Meetup
3495cee5-2c52-4940-b02e-3af569ad556d,mobil,Toyota Avanza,Pertamax,125,1973778,24702,Universitas Yudharta Pasuruan,"Jl. Yudharta, Kembangkuning, Sengonagun, Pasuruan Regency, East Java, Indonesia",2023-12-09 00:00:00,129,25ef494f-572a-4d00-8f7b-010cea2a3ad5,2768910.4,27999.4,6,4,CHALLENGE009,Local Living
0cc8f289-091b-49cd-a2ee-63a4f2a9f963,mobil,Daihatsu Xenia,Pertamax,1000,335380,8755,UPN Veteran Jatim,"Jalan Rungkut Madya, Gunung Anyar, Surabaya, Jawa Timur, Indonesia",2023-04-02 00:00:00,96,99c2448a-5e56-4cea-aa60-418ba5ba60dc,2948984.8,28472.5,4,6,CHALLENGE006,Car-Free Commute
5534c55d-2d0d-49a2-adfc-e60a4b682e7b,sepeda motor,Vespa Sprint,Shell Super,1200,2534385,20612,Gubeng Railway Station,"Jalan Gubeng Masjid, Airlangga, Surabaya, Jawa Timur, Indonesia",2023-09-18 00:00:00,180,a5666dc2-4ffd-42fd-b012-7dd55bf44d46,2645761.1,29860.1,6,4,CHALLENGE013,Nature Stroll
